EXP True plastic strain,"EXP True stress, Mpa",1 True plastic strain,"1 True stress, Mpa","2 True plastic strain,-","2 True stress, Mpa","3 True plastic strain,-","3 True stress, Mpa","4 True plastic strain,-","4 True stress, Mpa","5 True plastic strain,-","5 True stress, Mpa","6 True plastic strain,-","6 True stress, Mpa","7 True plastic strain,-","7 True stress, Mpa"
0.002227298,795.0145264,0.0926,1039.190314,0.0926,1086.658788,0.0926,1081.911941,0.0926,1072.418246,0.0926,1062.924551,0.0926,1053.430857,0.0926,1043.937162
0.002260615,796.359375,0.0928,1039.194466,0.0928,1086.835283,0.0928,1082.071201,0.0928,1072.543038,0.0928,1063.014874,0.0928,1053.486711,0.0928,1043.958548
0.002293848,797.7694702,0.093,1039.198557,0.093,1087.011425,0.093,1082.230139,0.093,1072.667565,0.093,1063.104991,0.093,1053.542417,0.093,1043.979843
0.002326878,799.2078857,0.0932,1039.202587,0.0932,1087.187218,0.0932,1082.388755,0.0932,1072.791829,0.0932,1063.194903,0.0932,1053.597977,0.0932,1044.00105
0.002362017,800.1625977,0.0934,1039.206559,0.0934,1087.362663,0.0934,1082.547052,0.0934,1072.915831,0.0934,1063.284611,0.0934,1053.65339,0.0934,1044.022169
0.002394012,801.7166748,0.0936,1039.210472,0.0936,1087.53776,0.0936,1082.705031,0.0936,1073.039574,0.0936,1063.374116,0.0936,1053.708658,0.0936,1044.0432
0.002428573,802.7901001,0.0938,1039.214327,0.0938,1087.712512,0.0938,1082.862693,0.0938,1073.163056,0.0938,1063.46342,0.0938,1053.763783,0.0938,1044.064146
0.002459523,804.1894531,0.094,1039.218126,0.094,1087.886919,0.094,1083.02004,0.094,1073.286281,0.094,1063.552523,0.094,1053.818764,0.094,1044.085006
0.002494024,805.2787476,0.0942,1039.22187,0.0942,1088.060984,0.0942,1083.177073,0.0942,1073.40925,0.0942,1063.641427,0.0942,1053.873604,0.0942,1044.105781
0.002528735,806.3900757,0.0944,1039.225558,0.0944,1088.234707,0.0944,1083.333792,0.0944,1073.531963,0.0944,1063.730133,0.0944,1053.928303,0.0944,1044.126473
0.00256416,807.479187,0.0946,1039.229192,0.0946,1088.408091,0.0946,1083.490201,0.0946,1073.654421,0.0946,1063.818641,0.0946,1053.982862,0.0946,1044.147082
0.002597615,808.7601318,0.0948,1039.232773,0.0948,1088.581135,0.0948,1083.646299,0.0948,1073.776627,0.0948,1063.906954,0.0948,1054.037282,0.0948,1044.167609
0.002631989,809.9038696,0.095,1039.236301,0.095,1088.753843,0.095,1083.802088,0.095,1073.89858,0.095,1063.995072,0.095,1054.091564,0.095,1044.188055
0.002666721,810.9656982,0.0952,1039.239778,0.0952,1088.926214,0.0952,1083.95757,0.0952,1074.020283,0.0952,1064.082996,0.0952,1054.145709,0.0952,1044.208421
0.00270209,811.921875,0.0954,1039.243203,0.0954,1089.098251,0.0954,1084.112746,0.0954,1074.141737,0.0954,1064.170727,0.0954,1054.199718,0.0954,1044.228708
0.002737625,812.7952881,0.0956,1039.246578,0.0956,1089.269955,0.0956,1084.267617,0.0956,1074.262942,0.0956,1064.258267,0.0956,1054.253591,0.0956,1044.248916
0.002771785,813.9543457,0.0958,1039.249904,0.0958,1089.441327,0.0958,1084.422184,0.0958,1074.3839,0.0958,1064.345615,0.0958,1054.307331,0.0958,1044.269046
0.002805908,815.1062622,0.096,1039.253181,0.096,1089.612368,0.096,1084.576449,0.096,1074.504612,0.096,1064.432774,0.096,1054.360937,0.096,1044.289099
0.002842156,815.9559326,0.0962,1039.256409,0.0962,1089.78308,0.0962,1084.730413,0.0962,1074.625079,0.0962,1064.519745,0.0962,1054.414411,0.0962,1044.309077
0.002877248,817.0203857,0.0964,1039.259591,0.0964,1089.953464,0.0964,1084.884077,0.0964,1074.745302,0.0964,1064.606528,0.0964,1054.467753,0.0964,1044.328978
0.002912427,817.9700928,0.0966,1039.262725,0.0966,1090.123522,0.0966,1085.037442,0.0966,1074.865283,0.0966,1064.693124,0.0966,1054.520964,0.0966,1044.348805
0.002947818,818.9154663,0.0968,1039.265814,0.0968,1090.293254,0.0968,1085.19051,0.0968,1074.985022,0.0968,1064.779534,0.0968,1054.574046,0.0968,1044.368558
0.002984278,819.8331909,0.097,1039.268857,0.097,1090.462663,0.097,1085.343282,0.097,1075.104521,0.097,1064.86576,0.097,1054.626999,0.097,1044.388238
0.003017056,821.2435303,0.0972,1039.271856,0.0972,1090.631749,0.0972,1085.495759,0.0972,1075.223781,0.0972,1064.951802,0.0972,1054.679824,0.0972,1044.407845
0.003053727,821.9263306,0.0974,1039.27481,0.0974,1090.800513,0.0974,1085.647943,0.0974,1075.342802,0.0974,1065.037662,0.0974,1054.732521,0.0974,1044.427381
0.003088941,822.9067993,0.0976,1039.277721,0.0976,1090.968957,0.0976,1085.799834,0.0976,1075.461587,0.0976,1065.123339,0.0976,1054.785092,0.0976,1044.446845
0.003123551,823.986145,0.0978,1039.28059,0.0978,1091.137083,0.0978,1085.951433,0.0978,1075.580135,0.0978,1065.208836,0.0978,1054.837538,0.0978,1044.466239
0.003158419,824.9941406,0.098,1039.283416,0.098,1091.30489,0.098,1086.102743,0.098,1075.698448,0.098,1065.294153,0.098,1054.889858,0.098,1044.485564
0.003193271,826.0474243,0.0982,1039.286201,0.0982,1091.472382,0.0982,1086.253763,0.0982,1075.816527,0.0982,1065.379291,0.0982,1054.942055,0.0982,1044.504819
0.003230192,826.8395386,0.0984,1039.288945,0.0984,1091.639558,0.0984,1086.404496,0.0984,1075.934374,0.0984,1065.464251,0.0984,1054.994129,0.0984,1044.524006
0.00326551,827.8152466,0.0986,1039.291649,0.0986,1091.80642,0.0986,1086.554943,0.0986,1076.051989,0.0986,1065.549034,0.0986,1055.04608,0.0986,1044.543126
0.003300695,828.7748413,0.0988,1039.294313,0.0988,1091.972969,0.0988,1086.705104,0.0988,1076.169372,0.0988,1065.633641,0.0988,1055.09791,0.0988,1044.562178
0.003337863,829.4196777,0.099,1039.296937,0.099,1092.139207,0.099,1086.85498,0.099,1076.286526,0.099,1065.718072,0.099,1055.149618,0.099,1044.581164
0.003373811,830.213623,0.0992,1039.299524,0.0992,1092.305135,0.0992,1087.004574,0.0992,1076.403452,0.0992,1065.80233,0.0992,1055.201207,0.0992,1044.600085
0.003407868,831.4753418,0.0994,1039.302072,0.0994,1092.470754,0.0994,1087.153886,0.0994,1076.520149,0.0994,1065.886413,0.0994,1055.252677,0.0994,1044.61894
0.003444753,832.2191162,0.0996,1039.304583,0.0996,1092.636065,0.0996,1087.302917,0.0996,1076.63662,0.0996,1065.970324,0.0996,1055.304028,0.0996,1044.637731
0.003480859,833.1203003,0.0998,1039.307057,0.0998,1092.801069,0.0998,1087.451668,0.0998,1076.752866,0.0998,1066.054063,0.0998,1055.355261,0.0998,1044.656458
0.003517166,833.8494873,0.1,1039.309495,0.1,1092.965768,0.1,1087.60014,0.1,1076.868886,0.1,1066.137631,0.1,1055.406377,0.1,1044.675122
0.003552169,834.8568726,,,,,,,,,,,,,,
0.003587214,835.8832397,,,,,,,,,,,,,,
0.003624941,836.4625854,,,,,,,,,,,,,,
0.003661503,837.1897583,,,,,,,,,,,,,,
0.00369726,838.052124,,,,,,,,,,,,,,
0.00373357,838.9671021,,,,,,,,,,,,,,
0.003771466,839.6677856,,,,,,,,,,,,,,
0.00380767,840.4378052,,,,,,,,,,,,,,
0.003843167,841.3668823,,,,,,,,,,,,,,
0.00388034,842.0524292,,,,,,,,,,,,,,
0.003917442,842.7670898,,,,,,,,,,,,,,
0.003954126,843.5211792,,,,,,,,,,,,,,
0.00399052,844.2824707,,,,,,,,,,,,,,
0.004025884,845.2136841,,,,,,,,,,,,,,
0.004063313,845.9569702,,,,,,,,,,,,,,
0.004099572,846.7001343,,,,,,,,,,,,,,
0.004136787,847.428833,,,,,,,,,,,,,,
0.004174011,848.2489014,,,,,,,,,,,,,,
0.004211071,849.0133667,,,,,,,,,,,,,,
0.004246897,849.8282471,,,,,,,,,,,,,,
0.004283055,850.6224365,,,,,,,,,,,,,,
0.004319258,851.3787842,,,,,,,,,,,,,,
0.004355902,852.0738525,,,,,,,,,,,,,,
0.004391978,852.8566895,,,,,,,,,,,,,,
0.00442831,853.5904541,,,,,,,,,,,,,,
0.004465045,854.2354736,,,,,,,,,,,,,,
0.00450113,855.0299683,,,,,,,,,,,,,,
0.004537148,855.8134155,,,,,,,,,,,,,,
0.004574045,856.4658813,,,,,,,,,,,,,,
0.004610891,857.1523438,,,,,,,,,,,,,,
0.004647292,857.8483887,,,,,,,,,,,,,,
0.004685318,858.4404297,,,,,,,,,,,,,,
0.004721108,859.2478638,,,,,,,,,,,,,,
0.004759859,859.6976929,,,,,,,,,,,,,,
0.004795371,860.588562,,,,,,,,,,,,,,
0.004833238,861.1178589,,,,,,,,,,,,,,
0.004871008,861.7416992,,,,,,,,,,,,,,
0.00490849,862.3748169,,,,,,,,,,,,,,
0.004945074,863.083374,,,,,,,,,,,,,,
0.004981603,863.7518921,,,,,,,,,,,,,,
0.004987718,863.9806519,,,,,,,,,,,,,,
0.005045532,864.9008789,,,,,,,,,,,,,,
0.005112575,865.8778076,,,,,,,,,,,,,,
0.005166431,866.8103638,,,,,,,,,,,,,,
0.005232078,867.7869263,,,,,,,,,,,,,,
0.005290734,868.8045044,,,,,,,,,,,,,,
0.005341906,869.7156982,,,,,,,,,,,,,,
0.00539488,870.5576172,,,,,,,,,,,,,,
0.005449191,871.52771,,,,,,,,,,,,,,
0.005507124,872.5131226,,,,,,,,,,,,,,
0.005572843,873.402771,,,,,,,,,,,,,,
0.00562398,874.3308105,,,,,,,,,,,,,,
0.005686709,875.2023926,,,,,,,,,,,,,,
0.005752144,876.2047119,,,,,,,,,,,,,,
0.00581524,877.0673828,,,,,,,,,,,,,,
0.005878004,877.9123535,,,,,,,,,,,,,,
0.005935739,878.7623291,,,,,,,,,,,,,,
0.005996104,879.7515869,,,,,,,,,,,,,,
0.006062594,880.5493774,,,,,,,,,,,,,,
0.006127238,881.4324341,,,,,,,,,,,,,,
0.006189757,882.2814331,,,,,,,,,,,,,,
0.006256218,883.1417236,,,,,,,,,,,,,,
0.006325524,884.0092163,,,,,,,,,,,,,,
0.006378258,884.8023682,,,,,,,,,,,,,,
0.006439985,885.5846558,,,,,,,,,,,,,,
0.006508322,886.4701538,,,,,,,,,,,,,,
0.006566263,887.3103027,,,,,,,,,,,,,,
0.006625297,888.0846558,,,,,,,,,,,,,,
0.006689974,888.8844604,,,,,,,,,,,,,,
0.006747576,889.6889038,,,,,,,,,,,,,,
0.006813145,890.5770264,,,,,,,,,,,,,,
0.006870599,891.3426514,,,,,,,,,,,,,,
0.006938367,892.088623,,,,,,,,,,,,,,
0.006990164,892.859375,,,,,,,,,,,,,,
0.007059371,893.7753296,,,,,,,,,,,,,,
0.007126384,894.3981323,,,,,,,,,,,,,,
0.007198994,895.1723633,,,,,,,,,,,,,,
0.007245889,895.9013672,,,,,,,,,,,,,,
0.007322869,896.7189331,,,,,,,,,,,,,,
0.007387296,897.5232544,,,,,,,,,,,,,,
0.007456124,898.2259521,,,,,,,,,,,,,,
0.00751823,898.9130859,,,,,,,,,,,,,,
0.007588016,899.7839355,,,,,,,,,,,,,,
0.007648283,900.5317993,,,,,,,,,,,,,,
0.00771678,901.1837769,,,,,,,,,,,,,,
0.007717332,901.8640137,,,,,,,,,,,,,,
0.007759142,902.5443726,,,,,,,,,,,,,,
0.007908545,903.4287109,,,,,,,,,,,,,,
0.007977844,904.180603,,,,,,,,,,,,,,
0.008035941,904.7868042,,,,,,,,,,,,,,
0.00803329,905.4317627,,,,,,,,,,,,,,
0.008172126,906.2911377,,,,,,,,,,,,,,
0.008228111,906.8985596,,,,,,,,,,,,,,
0.008299633,907.5877075,,,,,,,,,,,,,,
0.008363167,908.2636108,,,,,,,,,,,,,,
0.008433242,908.9969482,,,,,,,,,,,,,,
0.008503029,909.6797485,,,,,,,,,,,,,,
0.008578154,910.3233643,,,,,,,,,,,,,,
0.008642358,910.9177856,,,,,,,,,,,,,,
0.008715567,911.6491089,,,,,,,,,,,,,,
0.008782445,912.3233643,,,,,,,,,,,,,,
0.008842219,912.9265747,,,,,,,,,,,,,,
0.008912644,913.5770264,,,,,,,,,,,,,,
0.008989296,914.2247925,,,,,,,,,,,,,,
0.009058348,914.9397583,,,,,,,,,,,,,,
0.009120489,915.5686035,,,,,,,,,,,,,,
0.009185782,916.1311035,,,,,,,,,,,,,,
0.009252881,916.7954712,,,,,,,,,,,,,,
0.009316418,917.5032349,,,,,,,,,,,,,,
0.009382757,918.1148071,,,,,,,,,,,,,,
0.00946375,918.7391968,,,,,,,,,,,,,,
0.009528107,919.3468628,,,,,,,,,,,,,,
0.009593084,920.0027466,,,,,,,,,,,,,,
0.009668088,920.6384888,,,,,,,,,,,,,,
0.009736665,921.1842041,,,,,,,,,,,,,,
0.009811239,921.7260132,,,,,,,,,,,,,,
0.00987555,922.4327393,,,,,,,,,,,,,,
0.009956807,922.9968872,,,,,,,,,,,,,,
0.010022375,923.5637207,,,,,,,,,,,,,,
0.01008764,924.125061,,,,,,,,,,,,,,
0.01014445,924.6827393,,,,,,,,,,,,,,
0.010243476,925.3511963,,,,,,,,,,,,,,
0.010318676,925.8881226,,,,,,,,,,,,,,
0.010382892,926.4106445,,,,,,,,,,,,,,
0.010459802,927.015564,,,,,,,,,,,,,,
0.010544413,927.6933594,,,,,,,,,,,,,,
0.010600658,928.1709595,,,,,,,,,,,,,,
0.010686932,928.7872314,,,,,,,,,,,,,,
0.010755209,929.3045654,,,,,,,,,,,,,,
0.010802519,929.8666382,,,,,,,,,,,,,,
0.0108819,930.47052,,,,,,,,,,,,,,
0.010953501,930.9679565,,,,,,,,,,,,,,
0.011019942,931.4841919,,,,,,,,,,,,,,
0.011097373,932.1032715,,,,,,,,,,,,,,
0.011175261,932.6398315,,,,,,,,,,,,,,
0.011253346,933.1195679,,,,,,,,,,,,,,
0.011317588,933.6494141,,,,,,,,,,,,,,
0.011390033,934.2688599,,,,,,,,,,,,,,
0.011471827,934.8798218,,,,,,,,,,,,,,
0.011541162,935.3470459,,,,,,,,,,,,,,
0.011614396,935.8359985,,,,,,,,,,,,,,
0.011695808,936.3969116,,,,,,,,,,,,,,
0.01176585,937.008606,,,,,,,,,,,,,,
0.011836867,937.430542,,,,,,,,,,,,,,
0.011917133,937.9837036,,,,,,,,,,,,,,
0.011995005,938.4428101,,,,,,,,,,,,,,
0.012064394,938.9578247,,,,,,,,,,,,,,
0.012128619,939.3896484,,,,,,,,,,,,,,
0.012201217,939.8865967,,,,,,,,,,,,,,
0.012276049,940.3776855,,,,,,,,,,,,,,
0.012344713,940.9049072,,,,,,,,,,,,,,
0.012413643,941.3647461,,,,,,,,,,,,,,
0.012495236,941.8040771,,,,,,,,,,,,,,
0.012570459,942.3027344,,,,,,,,,,,,,,
0.012641737,942.8241577,,,,,,,,,,,,,,
0.012720658,943.4022827,,,,,,,,,,,,,,
0.012798079,943.8642578,,,,,,,,,,,,,,
0.012881896,944.2687988,,,,,,,,,,,,,,
0.012956156,944.7935181,,,,,,,,,,,,,,
0.01300791,945.3284302,,,,,,,,,,,,,,
0.013109883,945.7908936,,,,,,,,,,,,,,
0.013191188,946.2526245,,,,,,,,,,,,,,
0.013265595,946.7039795,,,,,,,,,,,,,,
0.013335691,947.2855225,,,,,,,,,,,,,,
0.013407835,947.6955566,,,,,,,,,,,,,,
0.013487861,948.0600586,,,,,,,,,,,,,,
0.013587229,948.5165405,,,,,,,,,,,,,,
0.013656642,949.140625,,,,,,,,,,,,,,
0.013691707,949.4789429,,,,,,,,,,,,,,
0.013817521,949.9255981,,,,,,,,,,,,,,
0.013909387,950.3433228,,,,,,,,,,,,,,
0.013958932,950.7674561,,,,,,,,,,,,,,
0.014037841,951.2336426,,,,,,,,,,,,,,
0.014113107,951.6428223,,,,,,,,,,,,,,
0.014205045,952.0411987,,,,,,,,,,,,,,
0.014288167,952.5919189,,,,,,,,,,,,,,
0.014357977,953.0530396,,,,,,,,,,,,,,
0.014415458,953.3990479,,,,,,,,,,,,,,
0.014501946,953.8301392,,,,,,,,,,,,,,
0.01458769,954.2567749,,,,,,,,,,,,,,
0.014659859,954.7351685,,,,,,,,,,,,,,
0.014731682,955.1417847,,,,,,,,,,,,,,
0.014811534,955.4747925,,,,,,,,,,,,,,
0.014889123,955.9154053,,,,,,,,,,,,,,
0.014967216,956.4431152,,,,,,,,,,,,,,
0.015038489,956.8213501,,,,,,,,,,,,,,
0.015117762,957.2975464,,,,,,,,,,,,,,
0.015189211,957.675415,,,,,,,,,,,,,,
0.015273367,958.1661987,,,,,,,,,,,,,,
0.015358036,958.5993652,,,,,,,,,,,,,,
0.015443574,958.9840698,,,,,,,,,,,,,,
0.015514599,959.305542,,,,,,,,,,,,,,
0.015606486,959.7642822,,,,,,,,,,,,,,
0.0156931,960.1743774,,,,,,,,,,,,,,
0.015760897,960.4952393,,,,,,,,,,,,,,
0.015857516,960.8771362,,,,,,,,,,,,,,
0.015913798,961.2335205,,,,,,,,,,,,,,
0.015987508,961.7168579,,,,,,,,,,,,,,
0.016056458,962.1000977,,,,,,,,,,,,,,
0.016189184,962.4217529,,,,,,,,,,,,,,
0.016226245,962.7851563,,,,,,,,,,,,,,
0.016319215,963.2415771,,,,,,,,,,,,,,
0.016383441,963.5446167,,,,,,,,,,,,,,
0.016520932,963.9780884,,,,,,,,,,,,,,
0.016555738,964.2886353,,,,,,,,,,,,,,
0.01662432,964.7285156,,,,,,,,,,,,,,
0.016731847,965.1937256,,,,,,,,,,,,,,
0.016789615,965.5532837,,,,,,,,,,,,,,
0.016877331,965.8557739,,,,,,,,,,,,,,
0.016956089,966.2681885,,,,,,,,,,,,,,
0.017042974,966.6724243,,,,,,,,,,,,,,
0.017101236,966.9852295,,,,,,,,,,,,,,
0.017183555,967.3743286,,,,,,,,,,,,,,
0.017274175,967.7558594,,,,,,,,,,,,,,
0.017369986,968.234314,,,,,,,,,,,,,,
0.017457779,968.5560303,,,,,,,,,,,,,,
0.017533759,968.8371582,,,,,,,,,,,,,,
0.017571878,969.1254272,,,,,,,,,,,,,,
0.017691307,969.5835571,,,,,,,,,,,,,,
0.017763838,969.8399658,,,,,,,,,,,,,,
0.017880952,970.2012329,,,,,,,,,,,,,,
0.017961567,970.5371094,,,,,,,,,,,,,,
0.01800617,970.8950806,,,,,,,,,,,,,,
0.018100657,971.3074341,,,,,,,,,,,,,,
0.018182501,971.5783081,,,,,,,,,,,,,,
0.018272357,971.9041748,,,,,,,,,,,,,,
0.018349642,972.3557739,,,,,,,,,,,,,,
0.018422702,972.6599121,,,,,,,,,,,,,,
0.018519528,972.9883423,,,,,,,,,,,,,,
0.018608235,973.3728027,,,,,,,,,,,,,,
0.018676378,973.6983643,,,,,,,,,,,,,,
0.018762819,974.1517944,,,,,,,,,,,,,,
0.01884969,974.4462891,,,,,,,,,,,,,,
0.018932451,974.7265015,,,,,,,,,,,,,,
0.019014901,975.0344238,,,,,,,,,,,,,,
0.019113699,975.4824829,,,,,,,,,,,,,,
0.019174621,975.6814575,,,,,,,,,,,,,,
0.019261004,975.9836426,,,,,,,,,,,,,,
0.019323157,976.243103,,,,,,,,,,,,,,
0.019415161,976.631958,,,,,,,,,,,,,,
0.019496718,976.9767456,,,,,,,,,,,,,,
0.019585118,977.276001,,,,,,,,,,,,,,
0.019676443,977.5864258,,,,,,,,,,,,,,
0.019775199,977.9624023,,,,,,,,,,,,,,
0.019853884,978.2228394,,,,,,,,,,,,,,
0.019950107,978.5189819,,,,,,,,,,,,,,
0.020030258,978.7925415,,,,,,,,,,,,,,
0.02011537,979.1071167,,,,,,,,,,,,,,
0.020202877,979.5175171,,,,,,,,,,,,,,
0.020278683,979.7979736,,,,,,,,,,,,,,
0.020397974,980.1025391,,,,,,,,,,,,,,
0.020465635,980.4382935,,,,,,,,,,,,,,
0.020543508,980.8287964,,,,,,,,,,,,,,
0.020624097,981.0535889,,,,,,,,,,,,,,
0.020695752,981.3412476,,,,,,,,,,,,,,
0.020774821,981.6187134,,,,,,,,,,,,,,
0.020899039,982.0509033,,,,,,,,,,,,,,
0.020960366,982.2998657,,,,,,,,,,,,,,
0.021037197,982.581665,,,,,,,,,,,,,,
0.021071466,982.7876587,,,,,,,,,,,,,,
0.021207539,983.2218628,,,,,,,,,,,,,,
0.021302722,983.4723511,,,,,,,,,,,,,,
0.021378661,983.7167358,,,,,,,,,,,,,,
0.021457717,983.9414673,,,,,,,,,,,,,,
0.021552276,984.2294922,,,,,,,,,,,,,,
0.021639435,984.5640259,,,,,,,,,,,,,,
0.021710882,984.7913818,,,,,,,,,,,,,,
0.021814385,985.0219116,,,,,,,,,,,,,,
0.021890942,985.3808594,,,,,,,,,,,,,,
0.021988295,985.77948,,,,,,,,,,,,,,
0.022080321,986.0569458,,,,,,,,,,,,,,
0.022163555,986.3110962,,,,,,,,,,,,,,
0.022238445,986.4812012,,,,,,,,,,,,,,
0.022329826,986.8547363,,,,,,,,,,,,,,
0.022407182,987.0783691,,,,,,,,,,,,,,
0.022498488,987.3051758,,,,,,,,,,,,,,
0.022580376,987.567627,,,,,,,,,,,,,,
0.02267102,987.9950562,,,,,,,,,,,,,,
0.022749681,988.2960205,,,,,,,,,,,,,,
0.022839997,988.5888062,,,,,,,,,,,,,,
0.022930706,988.7946167,,,,,,,,,,,,,,
0.023013007,989.0426025,,,,,,,,,,,,,,
0.023107938,989.2943726,,,,,,,,,,,,,,
0.023187453,989.5216064,,,,,,,,,,,,,,
0.023286061,989.7539673,,,,,,,,,,,,,,
0.023366377,990.0578003,,,,,,,,,,,,,,
0.023460096,990.3929443,,,,,,,,,,,,,,
0.023549421,990.6149902,,,,,,,,,,,,,,
0.02362562,990.8806763,,,,,,,,,,,,,,
0.02372786,991.1306152,,,,,,,,,,,,,,
0.023805728,991.4299927,,,,,,,,,,,,,,
0.02389822,991.6723022,,,,,,,,,,,,,,
0.023977866,991.8699341,,,,,,,,,,,,,,
0.024081437,992.1477661,,,,,,,,,,,,,,
0.024161983,992.4835205,,,,,,,,,,,,,,
0.024244297,992.6712036,,,,,,,,,,,,,,
0.024341449,992.9266968,,,,,,,,,,,,,,
0.024435684,993.1622925,,,,,,,,,,,,,,
0.024513697,993.4150391,,,,,,,,,,,,,,
0.024595439,993.6953735,,,,,,,,,,,,,,
0.024686974,993.9235229,,,,,,,,,,,,,,
0.024783034,994.0847168,,,,,,,,,,,,,,
0.024877524,994.3850708,,,,,,,,,,,,,,
0.024965161,994.7098999,,,,,,,,,,,,,,
0.025053008,994.9083252,,,,,,,,,,,,,,
0.025148092,995.1893311,,,,,,,,,,,,,,
0.025226584,995.3869019,,,,,,,,,,,,,,
0.025326503,995.7224731,,,,,,,,,,,,,,
0.025416695,995.9212036,,,,,,,,,,,,,,
0.025503127,996.0819092,,,,,,,,,,,,,,
0.02559898,996.3139648,,,,,,,,,,,,,,
0.025690442,996.6572876,,,,,,,,,,,,,,
0.025780337,996.8474731,,,,,,,,,,,,,,
0.025856119,997.0216675,,,,,,,,,,,,,,
0.025958367,997.230896,,,,,,,,,,,,,,
0.026031792,997.4760132,,,,,,,,,,,,,,
0.026127398,997.7285156,,,,,,,,,,,,,,
0.026204323,997.9245605,,,,,,,,,,,,,,
0.026303677,998.1065063,,,,,,,,,,,,,,
0.026399655,998.4091187,,,,,,,,,,,,,,
0.02649286,998.7202759,,,,,,,,,,,,,,
0.026586486,998.9432983,,,,,,,,,,,,,,
0.026665794,999.164917,,,,,,,,,,,,,,
0.026766652,999.343811,,,,,,,,,,,,,,
0.026849583,999.6950684,,,,,,,,,,,,,,
0.026934076,999.8656616,,,,,,,,,,,,,,
0.027035926,1000.084778,,,,,,,,,,,,,,
0.027121453,1000.280273,,,,,,,,,,,,,,
0.02720939,1000.591797,,,,,,,,,,,,,,
0.027300956,1000.769592,,,,,,,,,,,,,,
0.027393539,1001.028992,,,,,,,,,,,,,,
0.027483819,1001.223389,,,,,,,,,,,,,,
0.027553787,1001.438965,,,,,,,,,,,,,,
0.02765532,1001.673157,,,,,,,,,,,,,,
0.027737645,1001.816467,,,,,,,,,,,,,,
0.027813969,1001.943909,,,,,,,,,,,,,,
0.027943268,1002.239929,,,,,,,,,,,,,,
0.028051808,1002.481689,,,,,,,,,,,,,,
0.028126525,1002.603088,,,,,,,,,,,,,,
0.028227577,1002.813782,,,,,,,,,,,,,,
0.02831346,1003.037109,,,,,,,,,,,,,,
0.02841117,1003.330017,,,,,,,,,,,,,,
0.028505756,1003.505127,,,,,,,,,,,,,,
0.028593713,1003.641968,,,,,,,,,,,,,,
0.028674394,1003.879822,,,,,,,,,,,,,,
0.028768515,1004.20166,,,,,,,,,,,,,,
0.02886229,1004.280762,,,,,,,,,,,,,,
0.028949311,1004.517639,,,,,,,,,,,,,,
0.029047785,1004.660278,,,,,,,,,,,,,,
0.029141465,1004.937622,,,,,,,,,,,,,,
0.029227674,1005.175049,,,,,,,,,,,,,,
0.029315354,1005.348267,,,,,,,,,,,,,,
0.029408189,1005.579346,,,,,,,,,,,,,,
0.029507596,1005.895447,,,,,,,,,,,,,,
0.029586609,1006.077271,,,,,,,,,,,,,,
0.029697299,1006.225098,,,,,,,,,,,,,,
0.029788369,1006.428589,,,,,,,,,,,,,,
0.029878719,1006.60321,,,,,,,,,,,,,,
0.029968968,1006.846436,,,,,,,,,,,,,,
0.030062968,1006.998352,,,,,,,,,,,,,,
0.030153664,1007.102295,,,,,,,,,,,,,,
0.030250281,1007.343689,,,,,,,,,,,,,,
0.030339433,1007.636353,,,,,,,,,,,,,,
0.03042708,1007.72937,,,,,,,,,,,,,,
0.03052602,1007.899536,,,,,,,,,,,,,,
0.03062251,1008.070984,,,,,,,,,,,,,,
0.030708319,1008.333862,,,,,,,,,,,,,,
0.030801315,1008.523621,,,,,,,,,,,,,,
0.030893123,1008.707031,,,,,,,,,,,,,,
0.030978799,1008.832153,,,,,,,,,,,,,,
0.031073181,1009.157654,,,,,,,,,,,,,,
0.031176753,1009.315674,,,,,,,,,,,,,,
0.031263765,1009.446289,,,,,,,,,,,,,,
0.031360116,1009.622803,,,,,,,,,,,,,,
0.031456146,1009.828308,,,,,,,,,,,,,,
0.031556763,1010.104248,,,,,,,,,,,,,,
0.031649001,1010.286377,,,,,,,,,,,,,,
0.031740841,1010.422302,,,,,,,,,,,,,,
0.031836499,1010.63678,,,,,,,,,,,,,,
0.031925913,1010.912598,,,,,,,,,,,,,,
0.032026455,1011.030396,,,,,,,,,,,,,,
0.032122582,1011.173706,,,,,,,,,,,,,,
0.032214023,1011.305786,,,,,,,,,,,,,,
0.032312509,1011.575317,,,,,,,,,,,,,,
0.032399233,1011.744873,,,,,,,,,,,,,,
0.03248759,1011.83606,,,,,,,,,,,,,,
0.032594908,1012.020874,,,,,,,,,,,,,,
0.032693692,1012.290161,,,,,,,,,,,,,,
0.032784622,1012.418701,,,,,,,,,,,,,,
0.03288338,1012.624634,,,,,,,,,,,,,,
0.03297507,1012.75238,,,,,,,,,,,,,,
0.033064503,1012.913635,,,,,,,,,,,,,,
0.033170767,1013.147034,,,,,,,,,,,,,,
0.033265498,1013.295776,,,,,,,,,,,,,,
0.033360623,1013.441101,,,,,,,,,,,,,,
0.033453263,1013.672546,,,,,,,,,,,,,,
0.033553518,1013.93335,,,,,,,,,,,,,,
0.033644322,1014.028992,,,,,,,,,,,,,,
0.033738989,1014.199951,,,,,,,,,,,,,,
0.033837076,1014.329956,,,,,,,,,,,,,,
0.033931203,1014.548462,,,,,,,,,,,,,,
0.034035109,1014.734192,,,,,,,,,,,,,,
0.03413273,1014.844055,,,,,,,,,,,,,,
0.034230694,1014.993591,,,,,,,,,,,,,,
